title,price,currency,area_sqm,location,bedrooms,bathrooms,url
"Apartment for sale in the First Settlement, directly on Mustafa Kamel Axis, area 230 meters",8400000,EGP,230,"Pyramids Heights Compound, 6th of October, Giza",3,3,https://www.bayut.eg/en/property/details-502854215.html
"At the old price, a fully furnished and equipped chalet is for sale in Ain Sokhna with a stunning sea and lagoon view in the village of Il Monte Galal",4300000,EGP,126,"Hurghada, Red Sea",3,2,https://www.bayut.eg/en/property/details-502852063.html
Villa in Hyde Park New Cairo Super Lux with the Lowest Price for Sale,18701000,EGP,269,"Pyramids Heights Compound, 6th of October, Giza",3,3,https://www.bayut.eg/en/property/details-502857166.html
Royal Residence Overlooking Nile in St Regis Next To Four season hotel Apartment For Sale In Zamalek - Luxury Finishing Next To DownTown,16000000,EGP,250,"Tag Sultan Compound, 1st Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502852862.html
"The first installment after 6 months for a 453 square meter villa with special finishing including air conditioning. The villa is a standalone unit in the Tlal East compound, just minutes from Cairo Festival and شارع التسعين.",26700000,EGP,453,"Taj City Compound, 1st Settlement, New Cairo, Cairo",6,6,https://www.bayut.eg/en/property/details-502855080.html
"Fully finished standalone villa in Palm Hills New Cairo, 288 meters, fully super luxury finishing in all rooms and a master nanny room, steps to the American University.",21900000,EGP,288,"Taj City Compound, 1st Settlement, New Cairo, Cairo",5,5,https://www.bayut.eg/en/property/details-502719852.html
"Villa with a payment period of 10 years, 263 meters, fully finished with air conditioning, steps away from Cairo Festival on Street 90.",13900000,EGP,263,"Tag Sultan Compound, 1st Settlement, New Cairo, Cairo",5,5,https://www.bayut.eg/en/property/details-502855008.html
"First installment after 6 months for a villa with special hotel finishing + complete air conditioning on all 3 floors, corner villa with a large garden area and a spacious roof.",16500000,EGP,270,"El Patio Compound, 5th Settlement, New Cairo, Cairo",5,6,https://www.bayut.eg/en/property/details-502855031.html
"With a 54% discount, an apartment with a garden, ultra super lux finishing, and a Land Scape & Pool view in the heart of New Heliopolis at launch pric",2584596,EGP,133,"Rehab City, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502704765.html
"A fully finished villa in Palm Hills Compound, Fifth Settlement, at a special price with installments over 10 years for a limited time.",30000000,EGP,253,"Swan Lake Residences, 1st Settlement, New Cairo, Cairo",4,3,https://www.bayut.eg/en/property/details-502822921.html
"Elegant Villa with Pool, Office & 4 Bedrooms",47000000,EGP,370,"Home, Villas for Sale in Cairo, Villas for Sale in Madinaty",4,5,https://www.bayut.eg/en/property/details-502845807.html
Villa For Sale At Soma Bay Installments Over 8 Yrs Red Sea 3 bedrooms Sea View,23123000,EGP,220,"Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo",3,4,https://www.bayut.eg/en/property/details-502851497.html
"Own a ground floor apartment with a garden of 261m in Beit Al-Watan – Fifth Settlement, immediate delivery, directly in front of Mountain View iCity, installment options for 48 months with a 40% down payment.",5330000,EGP,261,"Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo",5,4,https://www.bayut.eg/en/property/details-502625331.html
Sea View 1BR with Garden in Azzurra Sahl Hasheesh,7321760,EGP,80,"Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo",1,1,https://www.bayut.eg/en/property/details-502848505.html
"Luxury Studio for Sale in Marassi North Coast – Marina 2 | Direct Pool View, Steps from the Yacht Marina",15000000,EGP,75,"Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo",1,1,https://www.bayut.eg/en/property/details-502850081.html
Apartment for Sale (210 m²) in Lake View Residence 1 – Direct Lake,19900000,EGP,210,"Blanca, Soma Bay, Red Sea",3,3,https://www.bayut.eg/en/property/details-502852170.html
"Apartment 2BR First Row With Zero% Dp Over 8 Years APARTMENT FOR SALE IN MAKADI HEIGHTS, MAKADI ORASCOM RESORT",10000000,EGP,100,"Marina Soma Bay, Soma Bay, Red Sea",2,2,https://www.bayut.eg/en/property/details-502848995.html
direct lagoon(under market) resale chalet june,9278000,EGP,125,"Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502849049.html
"For sale, a C View chalet in Porto Marina",6500000,EGP,96,"Soma Bay, Red Sea",2,2,https://www.bayut.eg/en/property/details-502870435.html
Chalet 66M super lux finishing with furniture facing north prime location Marassi,9800000,EGP,66,"Marina 4, Alamein, North Coast, Matruh",1,1,https://www.bayut.eg/en/property/details-502852272.html
"Fully furnished 153 sqm apartment for sale in Palm Parks, prime location, ready to move, offering quality living in one of October’s top communities",10500000,EGP,153,"Marina 4, Alamein, North Coast, Matruh",2,2,https://www.bayut.eg/en/property/details-502850318.html
For Sale Chalet with Garden - Marassi - Verdi,18500000,EGP,125,"Ledge - Makadi Heights, Makadi Bay, Red Sea",2,2,https://www.bayut.eg/en/property/details-502851674.html
"Apartment for sale, ready for immediate delivery and fully finished, at the lowest price in the Fifth Settlement",6000000,EGP,160,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502299643.html
"APARTMENT FOR SALE IN HURGHADA, 98 square meters, sea view, elkawser front of sindibad hotel, and touristic promenade view, 2 bedrooms, funished,",3600000,EGP,98,"Ledge - Makadi Heights, Makadi Bay, Red Sea",2,1,https://www.bayut.eg/en/property/details-502852569.html
"With the down payment, you will receive an immediately finished apartment with hotel-style finishing, and you will pay the rest of the amount in insta",2000000,EGP,155,"Hurghada, Red Sea",3,2,https://www.bayut.eg/en/property/details-502849583.html
Panoramic sea view Apartment with very prime location,6900000,EGP,70,"Ledge - Makadi Heights, Makadi Bay, Red Sea",1,1,https://www.bayut.eg/en/property/details-502851885.html
Apartment for Sale – Madinaty B10,5800000,EGP,116,"North Rehab, 1st Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502852679.html
Full sea view lodge in one of the best location in soma,29000000,EGP,200,"Mesca, Soma Bay, Red Sea",3,3,https://www.bayut.eg/en/property/details-502851659.html
A chance to own an elegant chalet in Ain Sokhna with a stunning view and fully air-conditioned.,3000000,EGP,110,"North Coast, Matruh",2,2,https://www.bayut.eg/en/property/details-502849890.html
Overlooking Nile in St Regis Next To Four season hotel Apartment For Sale In Zamalek - Luxury Finishing Next To DownTown,28000000,EGP,340,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502849509.html
For Sale Luxuries Fully Finished Stand Alone Patio 5 (Instalment Availability),34990000,EGP,379,"Rehab City, New Cairo, Cairo",6,6,https://www.bayut.eg/en/property/details-196155933.html
Apartment super lux for sale in prime location Madinaty b6,7000000,EGP,124,"Mazarine, Alamein, North Coast, Matruh",2,2,https://www.bayut.eg/en/property/details-502610132.html
Royal Residence - Hilton Luxury Living in The Heart Of Nile - Apartment 430m For Sale In Maadi Next To Zamalek,14000000,EGP,430,"Heliopolis, Cairo",4,5,https://www.bayut.eg/en/property/details-502846029.html
"Fully finished apartment ready for immediate move-in for sale in R3 Tourist Walkway, New Administrative Capital, facing the Iconic Tower",4500000,EGP,161,"Heliopolis, Cairo",3,3,https://www.bayut.eg/en/property/details-502846826.html
"Own 120 SQM Apartment with Landscape View | 2 Bedrooms, 2 Bathrooms, Semi Finished, 5% Down Payment, 9Y Plan, Delivery in 2 Years",9500000,EGP,120,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",2,2,https://www.bayut.eg/en/property/details-502844654.html
FULLY FINISHED APARTMENT FOR SALE IN ANDALOUS NEW CAIRO BESIDE KATAMEYA DUNES,3800000,EGP,132,"Hurghada, Red Sea",3,1,https://www.bayut.eg/en/property/details-502857480.html
Premium Chalet Direct Lagoon Ready for Delivery,17000000,EGP,150,"Heliopolis, Cairo",2,3,https://www.bayut.eg/en/property/details-502847767.html
VILLA FOR SALE IN HILLS OF ONE SHEIKH ZAYED OCTOBER NEW ZAYED OVER 10 YEARS LIMITED OFFER!,17000000,EGP,300,"Heliopolis, Cairo",4,4,https://www.bayut.eg/en/property/details-502845993.html
"Ground Floor Studio (No Garden) – 60 sqm for Sale in B11, Madinaty",3000000,EGP,60,"Heliopolis, Cairo",1,1,https://www.bayut.eg/en/property/details-502519884.html
Apartment Ready to move For Sale in Madinaty B8,4650000,EGP,77,"Heliopolis, Cairo",2,1,https://www.bayut.eg/en/property/details-502848124.html
Fully finished apartment for sale ready for viewing in Zed east compound in new cairo and installments over 10 years,22000000,EGP,139,"Al Burouj, Shorouk City, Cairo",3,2,https://www.bayut.eg/en/property/details-502711950.html
With a down payment of 14 M a Townhouse villa middle ready to move bua 230 m fully finished with furnished for sale in compound La Vista City,20000000,EGP,230,"Ivy, Sheikh Zayed, Giza",3,4,https://www.bayut.eg/en/property/details-502693227.html
"Duplex apartment, ready for immediate occupancy, finished, by Aroma Sokhna",20000000,EGP,200,"Aroma Residence, Ain Sukhna, Suez",4,3,https://www.bayut.eg/en/property/details-502843250.html
A rare golden opportunity! The last fully-equipped luxury hotel building for sale in the heart of Marsa Matrouh with a panoramic sea view!,68000000,EGP,3000,"Heliopolis, Cairo",11,11,https://www.bayut.eg/en/property/details-502840821.html
"Apartment for sale at a bargain price, less than the company price, in Al Shorouk (Sixth District)",4000000,EGP,158,"Heliopolis, Cairo",3,2,https://www.bayut.eg/en/property/details-502578837.html
apartment with prime location |12Y PAYMENT PLAN,3900000,EGP,85,"Heliopolis, Cairo",1,1,https://www.bayut.eg/en/property/details-502841958.html
"Triplex 244 M With Roof 3 Bedrooms Fully Furnished with Kitchen and Acs for sale in Eastown compound ,5th settlement",27000000,EGP,244,"Heliopolis, Cairo",3,3,https://www.bayut.eg/en/property/details-502845576.html
"Chalet for sale, Al Manal 1, area 100 sqm + furnished, ultra super luxury garden",3800000,EGP,100,"Eastown Compound, 5th Settlement, New Cairo, Cairo",2,1,https://www.bayut.eg/en/property/details-502657124.html
"Fully finished Townhouse , lowest price for Resale at Makadi Heights, Phase 2 ready to move",18900000,EGP,140,"IL Monte Galala, Ain Sukhna, Suez",4,3,https://www.bayut.eg/en/property/details-502845879.html
Prime location panoramic view villa -Little Venice,9600000,EGP,439,"La Vista City, New Capital City, Cairo",3,3,https://www.bayut.eg/en/property/details-502828953.html
Full Sea View Ground Apartment For Sale Furnished,40000000,EGP,210,"Makadi Heights, Makadi Bay, Red Sea",3,3,https://www.bayut.eg/en/property/details-502853608.html
Twin House Villa A2 in Al Rehab.,21000000,EGP,276,"Makadi Heights, Makadi Bay, Red Sea",4,3,https://www.bayut.eg/en/property/details-502855426.html
"Apartment for sale, 240 m, Zizinia (Ibn Hawqal)",9400000,EGP,240,"Aroma Residence, Ain Sukhna, Suez",3,3,https://www.bayut.eg/en/property/details-502708551.html
Fully luxury finished and furnished ready to move apartment for sale in Mivida Emaar new cairo,12000000,EGP,80,"Mangroovy, Gouna, Red Sea",1,1,https://www.bayut.eg/en/property/details-502845447.html
"Luxurious 2 Bedrooms Ground in Estates Residence, Below Market Price",14675000,EGP,130,"Mountain View iCity Compound, 6th of October, Giza",2,3,https://www.bayut.eg/en/property/details-502534560.html
Royal Residence - Hilton Luxury Living in The Heart Of Nile - Apartment 430m For Sale In Maadi Next To Zamalek,14000000,EGP,430,"Zamalek, Cairo",4,5,https://www.bayut.eg/en/property/details-502836066.html
"Apartment for Sale 154 sqm – Sidi Gaber, Direct Tram View – 4,600,000 EGP (Cash)",4600000,EGP,154,"Roushdy, Alexandria",3,1,https://www.bayut.eg/en/property/details-502828917.html
Fully finished apartment with ACs in Mivida Emaar in the Fifth Settlement at the lowest price,21000000,EGP,186,"Mangroovy, Gouna, Red Sea",3,3,https://www.bayut.eg/en/property/details-502385129.html
Furnished Standalone Villa for Sale Ready to Move in Mountain View Ras elhekma North Coast,25500000,EGP,450,"Roushdy, Alexandria",4,3,https://www.bayut.eg/en/property/details-502850022.html
"Penthouse for sale in Marassi, 5 bedrooms, 4 bathrooms, pool view, 273 sq m, for only 23 million, in Marassi North Coast, Sidi Abdel Rahman",23000000,EGP,273,"Roushdy, Alexandria",5,4,https://www.bayut.eg/en/property/details-502706179.html
Apartment for sale fully furnished in sodic eastown new cairo. prime location directly on tesseen road in front of katamya dunes beside emaar mivida,14000000,EGP,156,"Mountain View 1.1, 5th Settlement, New Cairo, Cairo",2,4,https://www.bayut.eg/en/property/details-502837641.html
Ground Chalet for Sale in Mountain View Ras El Hikma Evia North Coast Fully Finished with Private Garden,6850000,EGP,100,"Eastown Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502797281.html
"Fully furnished penthouse in Marina ، Panoramic view of the golf — 330 sq m for 31 million! Marina Marassi, North Coast, Sidi Abdel Rahman",31000000,EGP,330,"Mountain View 1.1, 5th Settlement, New Cairo, Cairo",4,4,https://www.bayut.eg/en/property/details-502842071.html
Apartment in Al-Rehab 180m for sale with special price,7800000,EGP,180,"Zamalek, Cairo",3,3,https://www.bayut.eg/en/property/details-502846182.html
iVilla Roof Garden prime location Mv 1.1 New Cairo,26897165,EGP,245,"Zamalek, Cairo",3,3,https://www.bayut.eg/en/property/details-502815579.html
Overlooking Nile in St Regis Next To Four season hotel Apartment For Sale In Zamalek - Luxury Finishing Next To DownTown,28000000,EGP,340,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502835877.html
"Apartment for Sale – 165 sqm in Al Mandara Second Row from the Sea – EGP 5,850,000 (Negotiable)",5850000,EGP,165,"Zamalek, Cairo",3,2,https://www.bayut.eg/en/property/details-502832075.html
For sale a chalet in Marina 4,7000000,EGP,117,"Laurent, Alexandria",2,2,https://www.bayut.eg/en/property/details-502841152.html
Branded Hotel Apartment By HAYATT Over 10 Years in 6th of October For Sale directly on Alex Desert Road next to New Giza Near To Egyptian Museum,16050840,EGP,150,"Zamalek, Cairo",2,3,https://www.bayut.eg/en/property/details-502845585.html
First Chalet 150 m2 - 3 bedrooms - Fully furnished At Lavista 6,9500000,EGP,150,"Mountain View Ras Al Hekma, Ras Al Hekma, North Coast, Matruh",3,2,https://www.bayut.eg/en/property/details-502835164.html
For sale a fully finished apartment with furniture and appliances ready to move directly on 90th Street in the Fifth Settlement Waterway 1 Compound,20000000,EGP,165,"Mountain View 1.1, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502830509.html
Stylish Apartment with Premium Finishing in mavida,19000000,EGP,200,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502854527.html
